"","Name","City","Country","IATA","ICAO","Lat","Lon","Altitude","Timezone","DST","TZID"
"1282","Ancenis","Ancenis","France","","LFFI",47.408056,-1.1775,111,1,"E","Europe/Paris"
"1283","Brienne Le Chateau","Brienne-le Chateau","France","","LFFN",48.429764,4.482222,381,1,"E","Europe/Paris"
"1284","Houssen","Colmar","France","CMR","LFGA",48.109853,7.359011,628,1,"E","Europe/Paris"
"1285","Challanges","Beaune","France","","LFGF",47.005886,4.893425,656,1,"E","Europe/Paris"
"1286","Tavaux","Dole","France","DLE","LFGJ",47.039014,5.42725,645,1,"E","Europe/Paris"
"1287","Joigny","Joigny","France","","LFGK",47.992222,3.392222,732,1,"E","Europe/Paris"
"1288","Le Rozelier","Verdun","France","","LFGW",49.122383,5.469047,1230,1,"E","Europe/Paris"
"1289","Ardeche Meridionale","Aubenas-vals-lanas","France","OBS","LFHO",44.544236,4.372192,923,1,"E","Europe/Paris"
"1290","Loudes","Le Puy","France","LPY","LFHP",45.080689,3.762889,2731,1,"E","Europe/Paris"
"1291","Coltines","St.-flour","France","","LFHQ",45.076389,2.993611,3218,1,"E","Europe/Paris"
"1292","Ceyzeriat","Bourg","France","XBK","LFHS",46.20089,5.292028,857,1,"E","Europe/Paris"
"1293","Tarare","Vilefrance","France","XVF","LFHV",45.901947,4.634906,1076,1,"E","Europe/Paris"
"1294","Montbeugny","Moulins","France","XMU","LFHY",46.534581,3.423725,915,1,"E","Europe/Paris"
"1295","Belmont","St.-afrique-belmont","France","","LFIF",43.823334,2.745278,1686,1,"E","Europe/Paris"
"1296","Cassagnes Begonhes","Cassagnes-beghones","France","","LFIG",44.177776,2.515,2024,1,"E","Europe/Paris"
"1297","Metz Nancy Lorraine","Metz","France","ETZ","LFJL",48.982142,6.251319,870,1,"E","Europe/Paris"
"1298","Poretta","Bastia","France","BIA","LFKB",42.552664,9.483731,26,1,"E","Europe/Paris"
"1299","Saint Catherine","Calvi","France","CLY","LFKC",42.530753,8.793189,209,1,"E","Europe/Paris"
"1300","Sud Corse","Figari","France","FSC","LFKF",41.500557,9.097777,87,1,"E","Europe/Paris"
"1301","Campo Dell Oro","Ajaccio","France","AJA","LFKJ",41.923637,8.802917,18,1,"E","Europe/Paris"
"1302","Propriano","Propriano","France","","LFKO",41.660558,8.889747,13,1,"E","Europe/Paris"
"1303","Solenzara","Solenzara","France","SOZ","LFKS",41.924416,9.406,28,1,"E","Europe/Paris"
"1304","Corte","Corte","France","","LFKT",42.29361,9.193055,1132,1,"E","Europe/Paris"
"1305","Branches","Auxerre","France","AUF","LFLA",47.850193,3.497111,523,1,"E","Europe/Paris"
"1306","Aix Les Bains","Chambery","France","CMF","LFLB",45.63805,5.880225,779,1,"E","Europe/Paris"
"1307","Auvergne","Clermont-Ferrand","France","CFE","LFLC",45.786661,3.169169,1090,1,"E","Europe/Paris"
"1308","Bourges","Bourges","France","BOU","LFLD",47.058056,2.370278,529,1,"E","Europe/Paris"
"1309","Challes Les Eaux","Chambery","France","","LFLE",45.56105,5.975761,973,1,"E","Europe/Paris"
"1310","Champforgeuil","Chalon","France","XCD","LFLH",46.826108,4.817633,623,1,"E","Europe/Paris"
"1311","Annemasse","Annemasse","France","QNJ","LFLI",46.191972,6.268386,1620,1,"E","Europe/Paris"
"1312","Saint Exupery","Lyon","France","LYS","LFLL",45.726387,5.090833,821,1,"E","Europe/Paris"
"1313","Charnay","Macon","France","QNX","LFLM",46.295103,4.795767,728,1,"E","Europe/Paris"
"1314","Saint Yan","St.-yan","France","","LFLN",46.412536,4.013264,796,1,"E","Europe/Paris"
"1315","Renaison","Roanne","France","RNE","LFLO",46.058334,4.001389,1106,1,"E","Europe/Paris"
"1316","Meythet","Annecy","France","NCY","LFLP",45.929233,6.098764,1521,1,"E","Europe/Paris"
"1317","Saint Geoirs","Grenoble","France","GNB","LFLS",45.362944,5.329375,1302,1,"E","Europe/Paris"
"1318","Domerat","Montlucon","France","MCU","LFLT",46.352525,2.570486,771,1,"E","Europe/Paris"
"1319","Chabeuil","Valence","France","VAF","LFLU",44.921594,4.9699,525,1,"E","Europe/Paris"
"1320","Charmeil","Vichy","France","VHY","LFLV",46.169689,3.403736,817,1,"E","Europe/Paris"
"1321","Aurillac","Aurillac","France","AUR","LFLW",44.891388,2.421944,2096,1,"E","Europe/Paris"
"1322","Deols","Chateauroux","France","CHR","LFLX",46.862194,1.730667,529,1,"E","Europe/Paris"
"1323","Bron","Lyon","France","LYN","LFLY",45.727172,4.944275,659,1,"E","Europe/Paris"
"1324","Aix Les Milles","Aix-les-milles","France","QXB","LFMA",43.505554,5.367778,367,1,"E","Europe/Paris"
"1325","Le Cannet","Le Luc","France","","LFMC",43.384672,6.387139,265,1,"E","Europe/Paris"
"1326","Mandelieu","Cannes","France","CEQ","LFMD",43.54205,6.953478,13,1,"E","Europe/Paris"
"1327","Boutheon","St-Etienne","France","EBU","LFMH",45.540554,4.296389,1325,1,"E","Europe/Paris"
"1328","Le Tube","Istres","France","","LFMI",43.522736,4.923844,82,1,"E","Europe/Paris"
"1329","Salvaza","Carcassonne","France","CCF","LFMK",43.215978,2.306317,433,1,"E","Europe/Paris"
"1330","Provence","Marseille","France","MRS","LFML",43.435555,5.213611,74,1,"E","Europe/Paris"
"1331","Cote D\\'Azur","Nice","France","NCE","LFMN",43.658411,7.215872,12,1,"E","Europe/Paris"
"1332","Caritat","Orange","France","","LFMO",44.140481,4.866717,197,1,"E","Europe/Paris"
"1333","Rivesaltes","Perpignan","France","PGF","LFMP",42.740442,2.870667,144,1,"E","Europe/Paris"
"1334","Le Castellet","Le Castellet","France","CTT","LFMQ",43.252506,5.785189,1391,1,"E","Europe/Paris"
"1335","Deaux","Ales","France","","LFMS",44.069656,4.142122,668,1,"E","Europe/Paris"
"1336","Mediterranee","Montpellier","France","MPL","LFMT",43.576194,3.963014,17,1,"E","Europe/Paris"
"1337","Vias","Beziers","France","BZR","LFMU",43.323522,3.353903,56,1,"E","Europe/Paris"
"1338","Caumont","Avignon","France","AVN","LFMV",43.9073,4.901831,124,1,"E","Europe/Paris"
"1339","Salon","Salon","France","","LFMY",43.606415,5.10925,195,1,"E","Europe/Paris"
"1340","Lezignan Corbieres","Lezignan-corbieres","France","","LFMZ",43.175835,2.734167,207,1,"E","Europe/Paris"
"1341","Brenoux","Mende","France","MEN","LFNB",44.502108,3.532819,3362,1,"E","Europe/Paris"
"1342","Carpentras","Carpentras","France","","LFNH",44.029847,5.078058,394,1,"E","Europe/Paris"
"1343","Avord","Avord","France","","LFOA",47.053333,2.6325,580,1,"E","Europe/Paris"
"1344","Tille","Beauvais","France","BVA","LFOB",49.454444,2.112778,359,1,"E","Europe/Paris"
"1345","Chateaudun","Chateaudun","France","","LFOC",48.058142,1.376625,433,1,"E","Europe/Paris"
"1346","St Florent","Saumur","France","","LFOD",47.256839,-0.115142,269,1,"E","Europe/Paris"
"1347","Fauville","Evreux","France","","LFOE",49.028669,1.219864,464,1,"E","Europe/Paris"
"1348","Octeville","Le Havre","France","LEH","LFOH",49.533889,0.088056,312,1,"E","Europe/Paris"
"1349","Abbeville","Abbeville","France","","LFOI",50.143492,1.831892,220,1,"E","Europe/Paris"
"1350","Bricy","Orleans","France","ORE","LFOJ",47.987778,1.760556,412,1,"E","Europe/Paris"
"1351","Vatry","Chalons","France","XCR","LFOK",48.776072,4.184492,587,1,"E","Europe/Paris"
"1352","Vallee De Seine","Rouen","France","URO","LFOP",49.384172,1.1748,512,1,"E","Europe/Paris"
"1353","Val De Loire","Tours","France","TUF","LFOT",47.432222,0.727606,357,1,"E","Europe/Paris"
"1354","Le Pontreau","Cholet","France","CET","LFOU",47.082136,-0.877064,443,1,"E","Europe/Paris"
"1355","Entrammes","Laval","France","LVA","LFOV",48.031361,-0.742986,330,1,"E","Europe/Paris"
"1356","St Denis De L Hotel","Orleans","France","","LFOZ",47.896946,2.163333,396,1,"E","Europe/Paris"
"1357","Le Bourget","Paris","France","LBG","LFPB",48.969444,2.441389,218,1,"E","Europe/Paris"
"1358","Creil","Creil","France","CSF","LFPC",49.253547,2.519139,291,1,"E","Europe/Paris"
"1359","Charles De Gaulle","Paris","France","CDG","LFPG",49.012779,2.55,392,1,"E","Europe/Paris"
"1360","Voisins","Coulommiers","France","","LFPK",48.837653,3.016117,470,1,"E","Europe/Paris"
"1361","Villaroche","Melun","France","","LFPM",48.604725,2.671119,302,1,"E","Europe/Paris"
"1362","Toussus Le Noble","Toussous-le-noble","France","TNF","LFPN",48.751922,2.106189,538,1,"E","Europe/Paris"
"1363","Orly","Paris","France","ORY","LFPO",48.725278,2.359444,291,1,"E","Europe/Paris"
"1364","Cormeilles En Vexin","Pontoise","France","POX","LFPT",49.096647,2.040833,325,1,"E","Europe/Paris"
"1365","Velizy","Villacoublay","France","","LFPV",48.774406,2.201536,584,1,"E","Europe/Paris"
"1366","Prunay","Reims","France","","LFQA",49.208689,4.156581,313,1,"E","Europe/Paris"
"1367","Barberey","Troyes","France","QYR","LFQB",48.322136,4.016703,388,1,"E","Europe/Paris"
"1368","Croismare","Luneville","France","","LFQC",48.593275,6.543456,790,1,"E","Europe/Paris"
"1369","Rouvres","Etain","France","","LFQE",49.226917,5.672219,770,1,"E","Europe/Paris"
"1370","Bellevue","Autun","France","","LFQF",46.967283,4.260572,997,1,"E","Europe/Paris"
"1371","Fourchambault","Nevers","France","NVS","LFQG",47.002625,3.113333,602,1,"E","Europe/Paris"
"1372","Epinoy","Cambrai","France","","LFQI",50.221814,3.154236,257,1,"E","Europe/Paris"
"1373","Elesmes","Maubeuge","France","","LFQJ",50.310467,4.033119,452,1,"E","Europe/Paris"
"1374","La Veze","Besancon-la-veze","France","","LFQM",47.206567,6.083681,1271,1,"E","Europe/Paris"
"1375","Bourscheid","Phalsbourg","France","","LFQP",48.76625,7.200519,1017,1,"E","Europe/Paris"
"1376","Lesquin","Lille","France","LIL","LFQQ",50.561942,3.089444,157,1,"E","Europe/Paris"
"1377","Calonne","Merville","France","","LFQT",50.618394,2.642242,61,1,"E","Europe/Paris"
"1378","Charleville Mezieres","Charleville","France","","LFQV",49.783942,4.647078,492,1,"E","Europe/Paris"
"1379","Frotey","Vesoul-frotey","France","","LFQW",47.637611,6.203922,1249,1,"E","Europe/Paris"
"1380","Guipavas","Brest","France","BES","LFRB",48.447911,-4.418539,325,1,"E","Europe/Paris"
"1381","Maupertus","Cherbourg","France","CER","LFRC",49.650106,-1.470281,459,1,"E","Europe/Paris"
"1382","Pleurtuit","Dinard","France","DNR","LFRD",48.587683,-2.079958,219,1,"E","Europe/Paris"
"1383","Escoublac","La Baule","France","","LFRE",47.289444,-2.346389,105,1,"E","Europe/Paris"
"1384","Granville","Granville","France","GFR","LFRF",48.883057,-1.564167,45,1,"E","Europe/Paris"
"1385","St Gatien","Deauville","France","DOL","LFRG",49.365339,0.154306,479,1,"E","Europe/Paris"
"1386","Lann Bihoue","Lorient","France","LRT","LFRH",47.760555,-3.44,160,1,"E","Europe/Paris"
"1387","Les Ajoncs","La Roche-sur-yon","France","EDM","LFRI",46.701944,-1.378625,299,1,"E","Europe/Paris"
"1388","Landivisiau","Landivisiau","France","","LFRJ",48.530258,-4.151642,348,1,"E","Europe/Paris"
"1389","Carpiquet","Caen","France","CFR","LFRK",49.173333,-0.45,256,1,"E","Europe/Paris"
"1390","Poulmic","Lanvedoc","France","","LFRL",48.281703,-4.445017,287,1,"E","Europe/Paris"
"1391","Arnage","Le Mans","France","LME","LFRM",47.948611,0.201667,194,1,"E","Europe/Paris"
"1392","St Jacques","Rennes","France","RNS","LFRN",48.069508,-1.734794,124,1,"E","Europe/Paris"
"1393","Lannion","Lannion","France","LAI","LFRO",48.754378,-3.471656,290,1,"E","Europe/Paris"
"1394","Pluguffan","Quimper","France","UIP","LFRQ",47.974981,-4.167786,297,1,"E","Europe/Paris"
"1395","Nantes Atlantique","Nantes","France","NTE","LFRS",47.153189,-1.610725,90,1,"E","Europe/Paris"
"1396","Armor","St.-brieuc Armor","France","SBK","LFRT",48.537777,-2.854445,453,1,"E","Europe/Paris"
"1397","Ploujean","Morlaix","France","MXN","LFRU",48.603222,-3.815783,272,1,"E","Europe/Paris"
"1398","Meucon","Vannes","France","VNE","LFRV",47.723303,-2.718561,440,1,"E","Europe/Paris"
"1399","Montoir","St.-nazaire","France","SNR","LFRZ",47.312189,-2.149181,13,1,"E","Europe/Paris"
"1400","Bale Mulhouse","Mulhouse","France","MLH","LFSB",47.589583,7.529914,885,1,"E","Europe/Paris"
"1401","Meyenheim","Colmar","France","","LFSC",47.921978,7.399669,693,1,"E","Europe/Paris"
"1402","Longvic","Dijon","France","DIJ","LFSD",47.26889,5.09,726,1,"E","Europe/Paris"
"1403","Frescaty","Metz","France","MZM","LFSF",49.071667,6.131667,629,1,"E","Europe/Paris"
"1404","Mirecourt","Epinal","France","EPL","LFSG",48.324961,6.069983,1084,1,"E","Europe/Paris"
"1405","Haguenau","Haguenau","France","","LFSH",48.794331,7.817613,491,1,"E","Europe/Paris"
"1406","Robinson","St.-dizier","France","","LFSI",48.636008,4.899417,458,1,"E","Europe/Paris"
"1407","Courcelles","Montbeliard","France","","LFSM",47.487,6.790536,1041,1,"E","Europe/Paris"
"1408","Essey","Nancy","France","ENC","LFSN",48.692069,6.230458,751,1,"E","Europe/Paris"
"1409","Ochey","Nancy","France","","LFSO",48.583056,5.955,1106,1,"E","Europe/Paris"
"1410","Pontarlier","Pontarlier","France","","LFSP",46.903958,6.327367,2683,1,"E","Europe/Paris"
"1411","Champagne","Reims","France","RHE","LFSR",49.31,4.05,312,1,"E","Europe/Paris"
"1412","Entzheim","Strasbourg","France","SXB","LFST",48.538319,7.628233,505,1,"E","Europe/Paris"
"1413","Saint Sauveur","Luxeuil","France","","LFSX",47.783131,6.364056,913,1,"E","Europe/Paris"
"1414","Pierrefeu","Cuers","France","","LFTF",43.247803,6.126697,266,1,"E","Europe/Paris"
"1415","Le Palyvestre","Hyeres","France","TLN","LFTH",43.0973,6.14603,7,1,"E","Europe/Paris"
"1416","Garons","Nimes","France","FNI","LFTW",43.757444,4.416347,309,1,"E","Europe/Paris"
"1417","Miquelon","Miquelon","Saint Pierre and Miquelon","MQC","LFVM",47.095472,-56.380278,10,-3,"U","America/Miquelon"
"1418","St Pierre","St.-pierre","Saint Pierre and Miquelon","FSP","LFVP",46.762904,-56.173088,27,-3,"U","America/Miquelon"
"1419","Amberieu","Amberieu","France","","LFXA",45.987335,5.328445,823,1,"E","Europe/Paris"
"1420","Damblain","Damblain","France","","LFYD",48.086325,5.664058,1280,1,"E","Europe/Paris"
"1421","Andravida","Andravida","Greece","PYR","LGAD",37.920708,21.292583,55,2,"E","Europe/Athens"
"1422","Agrinion","Agrinion","Greece","AGQ","LGAG",38.602022,21.351208,154,2,"E","Europe/Athens"
"1423","Dimokritos","Alexandroupolis","Greece","AXD","LGAL",40.855869,25.956264,24,2,"E","Europe/Athens"
"1424","Alexandria","Alexandria","Greece","","LGAX",40.651128,22.488739,27,2,"E","Europe/Athens"
"1425","Nea Anchialos","Nea Anghialos","Greece","VOL","LGBL",39.219619,22.794339,83,2,"E","Europe/Athens"
"1426","Elefsis","Elefsis","Greece","","LGEL",38.063831,23.556011,143,2,"E","Europe/Athens"
"1427","Chios","Chios","Greece","JKH","LGHI",38.343175,26.140572,15,2,"E","Europe/Athens"
"1428","Ioannina","Ioannina","Greece","IOA","LGIO",39.696388,20.8225,1558,2,"E","Europe/Athens"
"1429","Nikos Kazantzakis","Heraklion","Greece","HER","LGIR",35.339719,25.180297,115,2,"E","Europe/Athens"
"1430","Aristotelis","Kastoria","Greece","KSO","LGKA",40.446294,21.282186,2167,2,"E","Europe/Athens"
"1431","Kithira","Kithira","Greece","KIT","LGKC",36.274258,23.016978,1045,2,"E","Europe/Athens"
"1432","Kefallinia","Keffallinia","Greece","EFL","LGKF",38.120069,20.500481,59,2,"E","Europe/Athens"
"1433","Kalamata","Kalamata","Greece","KLX","LGKL",37.068319,22.025525,26,2,"E","Europe/Athens"
"1434","Amigdhaleon","Kavala","Greece","","LGKM",40.972775,24.341417,203,2,"E","Europe/Athens"
"1435","Kos","Kos","Greece","KGS","LGKO",36.793335,27.091667,412,2,"E","Europe/Athens"
"1436","Karpathos","Karpathos","Greece","AOK","LGKP",35.421408,27.146008,66,2,"E","Europe/Athens"
"1437","Ioannis Kapodistrias Intl","Kerkyra/corfu","Greece","CFU","LGKR",39.601944,19.911667,6,2,"E","Europe/Athens"
"1438","Kasos","Kasos","Greece","KSJ","LGKS",35.421358,26.910047,35,2,"E","Europe/Athens"
"1439","Megas Alexandros Intl","Kavala","Greece","KVA","LGKV",40.913306,24.619223,18,2,"E","Europe/Athens"
"1440","Filippos","Kozani","Greece","KZI","LGKZ",40.28611,21.840834,2059,2,"E","Europe/Athens"
"1441","Leros","Leros","Greece","LRS","LGLE",37.184903,26.800289,39,2,"E","Europe/Athens"
"1442","Limnos","Limnos","Greece","LXS","LGLM",39.917072,25.236308,14,2,"E","Europe/Athens"
"1443","Larisa","Larissa","Greece","LRA","LGLR",39.650253,22.4655,241,2,"E","Europe/Athens"
"1444","Megara","Megara","Greece","","LGMG",37.981114,23.365422,12,2,"E","Europe/Athens"
"1445","Mikonos","Mykonos","Greece","JMK","LGMK",37.435128,25.348103,405,2,"E","Europe/Athens"
"1446","Mitilini","Mytilini","Greece","MJT","LGMT",39.056667,26.598333,60,2,"E","Europe/Athens"
"1447","Aktio","Preveza","Greece","PVK","LGPZ",38.925467,20.765311,11,2,"E","Europe/Athens"
"1448","Maritsa","Rhodos","Greece","","LGRD",36.383056,28.108889,204,2,"E","Europe/Athens"
"1449","Rhodes Diagoras","Rhodos","Greece","RHO","LGRP",36.405419,28.086192,17,2,"E","Europe/Athens"
"1450","Araxos","Patras","Greece","GPA","LGRX",38.151111,21.425556,46,2,"E","Europe/Athens"
"1451","Souda","Chania","Greece","CHQ","LGSA",35.531747,24.149678,490,2,"E","Europe/Athens"
"1452","Alexandros Papadiamantis","Skiathos","Greece","JSI","LGSK",39.1771,23.503675,54,2,"E","Europe/Athens"
"1453","Samos","Samos","Greece","SMI","LGSM",37.689999,26.911667,19,2,"E","Europe/Athens"
"1454","Ashford","Lympne","United Kingdom","LYM","EGMK",51.083333,1.016667,351,0,"E","Europe/London"
"1455","Sparti","Sparti","Greece","","LGSP",36.973892,22.526292,500,2,"E","Europe/Athens"
"1456","Santorini","Thira","Greece","JTR","LGSR",36.399169,25.479333,127,2,"E","Europe/Athens"
"1457","Sitia","Sitia","Greece","JSH","LGST",35.216108,26.101325,376,2,"E","Europe/Athens"
"1458","Stefanovikion","Stefanovikion","Greece","","LGSV",39.48,22.767222,146,2,"E","Europe/Athens"
"1459","Skiros","Skiros","Greece","SKU","LGSY",38.967553,24.487228,44,2,"E","Europe/Athens"
"1460","Tanagra","Tanagra","Greece","","LGTG",38.339847,23.564958,485,2,"E","Europe/Athens"
"1461","Kasteli","Kasteli","Greece","","LGTL",35.192019,25.327,1180,2,"E","Europe/Athens"
"1462","Tripolis","Tripolis","Greece","","LGTP",37.530567,22.403633,2113,2,"E","Europe/Athens"
"1463","Makedonia","Thessaloniki","Greece","SKG","LGTS",40.519725,22.97095,22,2,"E","Europe/Athens"
"1464","Tatoi","Dekelia","Greece","","LGTT",38.108928,23.783836,785,2,"E","Europe/Athens"
"1465","Dionysios Solomos","Zakynthos","Greece","ZTH","LGZA",37.750853,20.88425,15,2,"E","Europe/Athens"
"1466","Ferihegy","Budapest","Hungary","BUD","LHBP",47.436933,19.255592,495,1,"E","Europe/Budapest"
"1467","Debrecen","Debrecen","Hungary","DEB","LHDC",47.488917,21.615333,359,1,"E","Europe/Budapest"
"1468","Kecskemet","Kecskemet","Hungary","","LHKE",46.9175,19.749222,376,1,"E","Europe/Budapest"
"1469","Nyiregyhaza","Nyirregyhaza","Hungary","","LHNY",47.983892,21.692317,338,1,"E","Europe/Budapest"
"1470","Ocseny","Ocseny","Hungary","","LHOY",46.303889,18.769167,295,1,"E","Europe/Budapest"
"1471","Door County Cherryland Airport","Sturgeon Bay","United States","SUE","\N",44.8436667,-87.4215556,725,-6,"U","America/Chicago"
"1472","Szentkiralyszabadja","Azentkilyszabadja","Hungary","","LHSA",47.077861,17.968444,919,1,"E","Europe/Budapest"
"1473","Szolnok","Szolnok","Hungary","","LHSN",47.122861,20.2355,322,1,"E","Europe/Budapest"
"1474","Amendola","Amendola","Italy","","LIBA",41.541392,15.718083,183,1,"E","Europe/Rome"
"1475","Crotone","Crotone","Italy","CRV","LIBC",38.997225,17.080169,521,1,"E","Europe/Rome"
"1476","Bari","Bari","Italy","BRI","LIBD",41.138856,16.760594,177,1,"E","Europe/Rome"
"1477","Gino Lisa","Foggia","Italy","FOG","LIBF",41.432917,15.535028,266,1,"E","Europe/Rome"
"1478","Grottaglie","Grottaglie","Italy","TAR","LIBG",40.517514,17.403212,215,1,"E","Europe/Rome"
"1479","Lecce","Lecce","Italy","LCC","LIBN",40.239228,18.133325,156,1,"E","Europe/Rome"
"1480","Pescara","Pescara","Italy","PSR","LIBP",42.431656,14.181067,48,1,"E","Europe/Rome"
"1481","Casale","Brindisi","Italy","BDS","LIBR",40.657633,17.947033,47,1,"E","Europe/Rome"
"1482","Gioia Del Colle","Gioia Del Colle","Italy","","LIBV",40.767833,16.933333,1187,1,"E","Europe/Rome"
"1483","Lamezia Terme","Lamezia","Italy","SUF","LICA",38.905394,16.242269,39,1,"E","Europe/Rome"
"1484","Catania Fontanarossa","Catania","Italy","CTA","LICC",37.466781,15.0664,39,1,"E","Europe/Rome"
"1485","Lampedusa","Lampedusa","Italy","LMP","LICD",35.497914,12.618083,70,1,"E","Europe/Rome"
"1486","Pantelleria","Pantelleria","Italy","PNL","LICG",36.816519,11.968864,635,1,"E","Europe/Rome"
"1487","Palermo","Palermo","Italy","PMO","LICJ",38.175958,13.091019,65,1,"E","Europe/Rome"
"1488","Boccadifalco","Palermo","Italy","","LICP",38.110833,13.313333,345,1,"E","Europe/Rome"
"1489","Reggio Calabria","Reggio Calabria","Italy","REG","LICR",38.071206,15.651556,96,1,"E","Europe/Rome"
"1490","Trapani Birgi","Trapani","Italy","TPS","LICT",37.911403,12.487961,24,1,"E","Europe/Rome"
"1491","Sigonella","Sigonella","Italy","NSY","LICZ",37.401664,14.922358,79,1,"E","Europe/Rome"
"1492","Alghero","Alghero","Italy","AHO","LIEA",40.632133,8.290772,87,1,"E","Europe/Rome"
"1493","Decimomannu","Decimomannu","Italy","DCI","LIED",39.354222,8.972481,100,1,"E","Europe/Rome"
"1494","Elmas","Cagliari","Italy","CAG","LIEE",39.251469,9.054283,13,1,"E","Europe/Rome"
"1495","Olbia Costa Smeralda","Olbia","Italy","OLB","LIEO",40.898661,9.517628,37,1,"E","Europe/Rome"
"1496","Tortoli","Tortoli","Italy","TTB","LIET",39.918761,9.682981,23,1,"E","Europe/Rome"
"1497","Aeritalia","Turin","Italy","","LIMA",45.086353,7.603375,943,1,"E","Europe/Rome"
"1498","Bresso","Milano","Italy","","LIMB",45.542222,9.203333,484,1,"E","Europe/Rome"
"1499","Malpensa","Milano","Italy","MXP","LIMC",45.630606,8.728111,767,1,"E","Europe/Rome"
"1500","Bergamo Orio Al Serio","Bergamo","Italy","BGY","LIME",45.673889,9.704166,782,1,"E","Europe/Rome"
"1501","Torino","Torino","Italy","TRN","LIMF",45.200761,7.649631,989,1,"E","Europe/Rome"
"1502","Albenga","Albenga","Italy","ALL","LIMG",44.050608,8.127428,148,1,"E","Europe/Rome"
"1503","Genova Sestri","Genoa","Italy","GOA","LIMJ",44.413333,8.8375,13,1,"E","Europe/Rome"
"1504","Linate","Milan","Italy","LIN","LIML",45.445103,9.276739,353,1,"E","Europe/Rome"
"1505","Cameri","Cameri","Italy","","LIMN",45.529592,8.669225,586,1,"E","Europe/Rome"
