"","Name","City","Country","IATA","ICAO","Lat","Lon","Altitude","Timezone","DST","TZID"
"1042","Freetown Lungi","Freetown","Sierra Leone","FNA","GFLL",8.616444,-13.195489,84,0,"N","Africa/Freetown"
"1043","Cufar","Cufar","Guinea-Bissau","","GGCF",11.287917,-15.1805,65,0,"N","Africa/Bissau"
"1044","Monrovia Spriggs Payne","Monrovia","Liberia","MLW","GLMR",6.289061,-10.758722,25,0,"N","Africa/Monrovia"
"1045","Monrovia Roberts Intl","Monrovia","Liberia","ROB","GLRB",6.233789,-10.362311,31,0,"N","Africa/Monrovia"
"1046","Inezgane","Agadir","Morocco","AGA","GMAA",30.381353,-9.546311,89,0,"N","Africa/Casablanca"
"1047","Plage Blanche","Tan Tan","Morocco","TTA","GMAT",28.448194,-11.161347,653,0,"N","Africa/Casablanca"
"1048","Saiss","Fes","Morocco","FEZ","GMFF",33.927261,-4.977958,1900,0,"N","Africa/Casablanca"
"1049","Ifrane","Ifrane","Morocco","","GMFI",33.505319,-5.152903,5459,0,"N","Africa/Casablanca"
"1050","Moulay Ali Cherif","Er-rachidia","Morocco","ERH","GMFK",31.9475,-4.398333,3428,0,"N","Africa/Casablanca"
"1051","Bassatine","Meknes","Morocco","MEK","GMFM",33.879067,-5.515125,1890,0,"N","Africa/Casablanca"
"1052","Angads","Oujda","Morocco","OUD","GMFO",34.78715,-1.923986,1535,0,"N","Africa/Casablanca"
"1053","Ben Slimane","Ben Slimane","Morocco","","GMMB",33.655422,-7.22145,627,0,"N","Africa/Casablanca"
"1054","Sale","Rabat","Morocco","RBA","GMME",34.051467,-6.751519,276,0,"N","Africa/Casablanca"
"1055","Mohammed V Intl","Casablanca","Morocco","CMN","GMMN",33.367467,-7.589967,656,0,"N","Africa/Casablanca"
"1056","Menara","Marrakech","Morocco","RAK","GMMX",31.606886,-8.0363,1545,0,"N","Africa/Casablanca"
"1057","Kenitra","Kentira","Morocco","NNA","GMMY",34.298864,-6.595878,16,0,"N","Africa/Casablanca"
"1058","Ouarzazate","Ouarzazate","Morocco","OZZ","GMMZ",30.939053,-6.909431,3782,0,"N","Africa/Casablanca"
"1059","Cherif El Idrissi","Al Hociema","Morocco","AHU","GMTA",35.177103,-3.839525,95,0,"N","Africa/Casablanca"
"1060","Saniat Rmel","Tetouan","Morocco","TTU","GMTN",35.594333,-5.320019,10,0,"N","Africa/Casablanca"
"1061","Ibn Batouta","Tanger","Morocco","TNG","GMTT",35.726917,-5.916889,62,0,"N","Africa/Casablanca"
"1062","Ziguinchor","Ziguinchor","Senegal","ZIG","GOGG",12.555617,-16.281783,75,0,"N","Africa/Dakar"
"1063","Cap Skiring","Cap Skiring","Senegal","CSK","GOGS",12.4102,-16.746125,52,0,"N","Africa/Dakar"
"1064","Kaolack","Kaolack","Senegal","KLC","GOOK",14.146881,-16.051297,26,0,"N","Africa/Dakar"
"1065","Leopold Sedar Senghor Intl","Dakar","Senegal","DKR","GOOY",14.739708,-17.490225,85,0,"N","Africa/Dakar"
"1066","Saint Louis","St. Louis","Senegal","XLS","GOSS",16.050761,-16.463172,9,0,"N","Africa/Dakar"
"1067","Bakel","Bakel","Senegal","BXE","GOTB",14.847256,-12.468264,98,0,"N","Africa/Dakar"
"1068","Kedougou","Kedougou","Senegal","KGG","GOTK",12.572292,-12.220333,584,0,"N","Africa/Dakar"
"1069","Tambacounda","Tambacounda","Senegal","TUD","GOTT",13.736817,-13.653122,161,0,"N","Africa/Dakar"
"1070","Aioun El Atrouss","Aioun El Atrouss","Mauritania","IEO","GQNA",16.711294,-9.637883,951,0,"N","Africa/Nouakchott"
"1071","Tidjikja","Tidjikja","Mauritania","TIY","GQND",18.570103,-11.423547,1316,0,"N","Africa/Nouakchott"
"1072","Kiffa","Kiffa","Mauritania","KFA","GQNF",16.589983,-11.406208,423,0,"N","Africa/Nouakchott"
"1073","Nema","Nema","Mauritania","EMN","GQNI",16.622,-7.316567,758,0,"N","Africa/Nouakchott"
"1074","Kaedi","Kaedi","Mauritania","KED","GQNK",16.159547,-13.507617,75,0,"N","Africa/Nouakchott"
"1075","Nouakchott","Nouakschott","Mauritania","NKC","GQNN",18.097856,-15.947956,7,0,"N","Africa/Nouakchott"
"1076","Selibady","Selibabi","Mauritania","SEY","GQNS",15.179692,-12.207272,262,0,"N","Africa/Nouakchott"
"1077","Atar","Atar","Mauritania","ATR","GQPA",20.506828,-13.043194,758,0,"N","Africa/Nouakchott"
"1078","Nouadhibou","Nouadhibou","Mauritania","NDB","GQPP",20.933067,-17.029956,16,0,"N","Africa/Nouakchott"
"1079","Bir Moghrein","Bir Moghrein","Mauritania","","GQPT",25.236697,-11.588697,1194,0,"N","Africa/Nouakchott"
"1080","Fria","Fira","Guinea","FIG","GUFA",10.350556,-13.569167,499,0,"N","Africa/Conakry"
"1081","Faranah","Faranah","Guinea","FAA","GUFH",10.035467,-10.769825,1476,0,"N","Africa/Conakry"
"1082","Labe","Labe","Guinea","LEK","GULB",11.326058,-12.28685,3396,0,"N","Africa/Conakry"
"1083","Amilcar Cabral Intl","Amilcar Cabral","Cape Verde","SID","GVAC",16.741389,-22.949444,177,-1,"U","Atlantic/Cape_Verde"
"1084","Rabil","Boa Vista","Cape Verde","BVC","GVBA",16.136531,-22.888897,69,-1,"U","Atlantic/Cape_Verde"
"1085","Maio","Maio","Cape Verde","MMO","GVMA",15.155928,-23.213703,36,-1,"U","Atlantic/Cape_Verde"
"1086","Preguica","Sao Nocolau Island","Cape Verde","SNE","GVSN",16.588356,-24.284656,669,-1,"U","Atlantic/Cape_Verde"
"1087","Sao Pedro","Sao Vicente Island","Cape Verde","VXE","GVSV",16.833689,-25.054661,66,-1,"U","Atlantic/Cape_Verde"
"1088","Bole Intl","Addis Ababa","Ethiopia","ADD","HAAB",8.977889,38.799319,7656,3,"U","Africa/Addis_Ababa"
"1089","Lideta","Addis Ababa","Ethiopia","","HAAL",9.003681,38.726019,7749,3,"U","Africa/Addis_Ababa"
"1090","Arba Minch","Arba Minch","Ethiopia","AMH","HAAM",6.039389,37.590453,3895,3,"U","Africa/Addis_Ababa"
"1091","Axum","Axum","Ethiopia","AXU","HAAX",14.14675,38.772833,6915,3,"U","Africa/Addis_Ababa"
"1092","Bahir Dar","Bahar Dar","Ethiopia","BJR","HABD",11.608075,37.321644,5976,3,"U","Africa/Addis_Ababa"
"1093","Dire Dawa Intl","Dire Dawa","Ethiopia","DIR","HADR",9.6247,41.854203,3829,3,"U","Africa/Addis_Ababa"
"1094","Gambella","Gambella","Ethiopia","GMB","HAGM",8.128764,34.563131,1771,3,"U","Africa/Addis_Ababa"
"1095","Gondar","Gondar","Ethiopia","GDQ","HAGN",12.5199,37.434047,6541,3,"U","Africa/Addis_Ababa"
"1096","South Ari Atoll","Paradies Island","Maldives","","ARIA",3.4833,72.8369,0,5,"U","Indian/Maldives"
"1097","Jimma","Jimma","Ethiopia","JIM","HAJM",7.666094,36.816639,5587,3,"U","Africa/Addis_Ababa"
"1098","Lalibella","Lalibella","Ethiopia","LLI","HALL",11.975014,38.979969,6423,3,"U","Africa/Addis_Ababa"
"1099","Makale","Makale","Ethiopia","MQX","HAMK",13.467367,39.533464,7406,3,"U","Africa/Addis_Ababa"
"1100","Asosa","Asosa","Ethiopia","ASO","HASO",10.01855,34.586253,5120,3,"U","Africa/Addis_Ababa"
"1101","Bujumbura Intl","Bujumbura","Burundi","BJM","HBBA",-3.324019,29.318519,2582,2,"U","Africa/Bujumbura"
"1102","Egal Intl","Hargeisa","Somalia","HGA","HCMH",9.518167,44.088758,4423,3,"U","Africa/Mogadishu"
"1103","Berbera","Berbera","Somalia","BBO","HCMI",10.389167,44.941106,30,3,"U","Africa/Mogadishu"
"1104","Kisimayu","Kismayu","Somalia","KMU","HCMK",-0.377353,42.459233,49,3,"U","Africa/Mogadishu"
"1105","Dowagiac Municipal Airport","Dowagiac","United States","C91","\N",41.9929342,-86.1280125,748,-5,"U","America/New_York"
"1106","Alexandria Intl","Alexandria","Egypt","ALY","HEAX",31.183903,29.948889,-6,2,"U","Africa/Cairo"
"1107","Abu Simbel","Abu Simbel","Egypt","ABS","HEBL",22.375953,31.611722,616,2,"U","Africa/Cairo"
"1108","Cairo Intl","Cairo","Egypt","CAI","HECA",30.121944,31.405556,382,2,"U","Africa/Cairo"
"1109","Cairo West","Cairo","Egypt","","HECW",30.116362,30.915445,550,2,"U","Africa/Cairo"
"1110","Hurghada Intl","Hurghada","Egypt","HRG","HEGN",27.178317,33.799436,52,2,"U","Africa/Cairo"
"1111","El Gora","El Gorah","Egypt","EGR","HEGR",31.068975,34.129194,324,2,"U","Africa/Cairo"
"1112","Luxor Intl","Luxor","Egypt","LXR","HELX",25.671028,32.706583,294,2,"U","Africa/Cairo"
"1113","Mersa Matruh","Mersa-matruh","Egypt","MUH","HEMM",31.325356,27.221689,94,2,"U","Africa/Cairo"
"1114","Port Said","Port Said","Egypt","PSD","HEPS",31.279444,32.24,8,2,"U","Africa/Cairo"
"1115","St Catherine Intl","St. Catherine","Egypt","SKV","HESC",28.685278,34.0625,4368,2,"U","Africa/Cairo"
"1116","Aswan Intl","Aswan","Egypt","ASW","HESN",23.964356,32.819975,662,2,"U","Africa/Cairo"
"1117","El Tor","El-tor","Egypt","ELT","HETR",28.209028,33.645517,115,2,"U","Africa/Cairo"
"1118","Eldoret Intl","Eldoret","Kenya","EDL","HKEL",0.404458,35.238928,6941,3,"U","Africa/Nairobi"
"1119","Kakamega","Kakamega","Kenya","","HKKG",0.271342,34.787297,5020,3,"U","Africa/Nairobi"
"1120","Kisumu","Kisumu","Kenya","KIS","HKKI",-0.086139,34.728892,3796,3,"U","Africa/Nairobi"
"1121","Kitale","Kitale","Kenya","KTL","HKKT",0.971989,34.958556,6070,3,"U","Africa/Nairobi"
"1122","Cambridge Municipal Airport","Cambridge","United States","CDI","\N",39.9750278,-81.5775833,799,-5,"U","America/New_York"
"1123","Lodwar","Lodwar","Kenya","LOK","HKLO",3.121967,35.608692,1715,3,"U","Africa/Nairobi"
"1124","Lamu Manda","Lamu","Kenya","LAU","HKLU",-2.252417,40.913097,20,3,"U","Africa/Nairobi"
"1125","Mombasa Moi Intl","Mombasa","Kenya","MBA","HKMO",-4.034833,39.59425,200,3,"U","Africa/Nairobi"
"1126","Naivasha","Naivasha","Kenya","","HKNV",-0.787953,36.433528,6380,3,"U","Africa/Nairobi"
"1127","Nairobi Wilson","Nairobi","Kenya","WIL","HKNW",-1.321719,36.814833,5546,3,"U","Africa/Nairobi"
"1128","Eastleigh","Nairobi","Kenya","","HKRE",-1.277267,36.862339,5380,3,"U","Africa/Nairobi"
"1129","Wajir","Wajir","Kenya","WJR","HKWJ",1.733239,40.091606,770,3,"U","Africa/Nairobi"
"1130","Bu Attifel","Buattifel","Libya","","HLFL",28.795372,22.080939,161,2,"N","Africa/Tripoli"
"1131","Warehouse 59e","Giallo","Libya","","HLGL",28.638458,21.438042,325,2,"N","Africa/Tripoli"
"1132","Ghat","Ghat","Libya","GHT","HLGT",25.145564,10.142647,2296,2,"N","Africa/Tripoli"
"1133","Kufra","Kufra","Libya","AKF","HLKF",24.178728,23.313958,1367,2,"N","Africa/Tripoli"
"1134","Benina","Benghazi","Libya","BEN","HLLB",32.096786,20.269472,433,2,"N","Africa/Tripoli"
"1135","Sebha","Sebha","Libya","SEB","HLLS",26.986964,14.472525,1427,2,"N","Africa/Tripoli"
"1136","Tripoli Intl","Tripoli","Libya","TIP","HLLT",32.663544,13.159011,263,2,"N","Africa/Tripoli"
"1137","Marsa Brega","Marsa Brega","Libya","","HLMB",30.378139,19.576444,50,2,"N","Africa/Tripoli"
"1138","Ras Lanuf Oil","Ras Lanouf V 40","Libya","","HLNF",30.500013,18.527161,42,2,"N","Africa/Tripoli"
"1139","Hon","Hon","Libya","","HLON",29.110106,15.965567,919,2,"N","Africa/Tripoli"
"1140","Dahra","Dahra","Libya","","HLRA",29.472567,17.934936,1050,2,"N","Africa/Tripoli"
"1141","Ghadames East","Ghadames","Libya","LTD","HLTD",30.151695,9.715305,1122,2,"N","Africa/Tripoli"
"1142","Zella 74","Zella 74","Libya","","HLZA",28.589878,17.293858,1085,2,"N","Africa/Tripoli"
"1143","Gisenyi","Gisenyi","Rwanda","GYI","HRYG",-1.677203,29.258875,5082,2,"U","Africa/Kigali"
"1144","Kigali Intl","Kigali","Rwanda","KGL","HRYR",-1.968628,30.13945,4859,2,"U","Africa/Kigali"
"1145","Kamembe","Kamembe","Rwanda","KME","HRZA",-2.462242,28.90795,5192,2,"U","Africa/Kigali"
"1146","Dongola","Dongola","Sudan","DOG","HSDN",19.153867,30.430094,773,3,"U","Africa/Khartoum"
"1147","Damazin","Damazin","Sudan","","HSDZ",11.785889,34.336656,1582,3,"U","Africa/Khartoum"
"1148","El Fashir","El Fasher","Sudan","ELF","HSFS",13.614892,25.32465,2393,3,"U","Africa/Khartoum"
"1149","Kassala","Kassala","Sudan","KSL","HSKA",15.387494,36.328842,1671,3,"U","Africa/Khartoum"
"1150","Kadugli","Kadugli","Sudan","","HSLI",11.138028,29.701122,1848,3,"U","Africa/Khartoum"
"1151","El Obeid","El Obeid","Sudan","EBD","HSOB",13.153219,30.232675,1927,3,"U","Africa/Khartoum"
"1152","Juba","Juba","South Sudan","JUB","HSSJ",4.872006,31.601117,1513,3,"U","Africa/Juba"
"1153","Malakal","Malakal","Sudan","MAK","HSSM",9.558969,31.652242,1291,3,"U","Africa/Juba"
"1154","Khartoum","Khartoum","Sudan","KRT","HSSS",15.589497,32.553161,1265,3,"U","Africa/Khartoum"
"1155","Arusha","Arusha","Tanzania","ARK","HTAR",-3.367794,36.633333,4550,3,"U","Africa/Dar_es_Salaam"
"1156","Mwalimu Julius K Nyerere Intl","Dar Es Salaam","Tanzania","DAR","HTDA",-6.878111,39.202625,182,3,"U","Africa/Dar_es_Salaam"
"1157","Dodoma","Dodoma","Tanzania","DOD","HTDO",-6.170436,35.752578,3637,3,"U","Africa/Dar_es_Salaam"
"1158","Iringa","Iringa","Tanzania","IRI","HTIR",-7.668633,35.752114,4678,3,"U","Africa/Dar_es_Salaam"
"1159","Kilimanjaro Intl","Kilimanjaro","Tanzania","JRO","HTKJ",-3.429406,37.074461,2932,3,"U","Africa/Dar_es_Salaam"
"1160","Lake Manyara","Lake Manyara","Tanzania","LKY","HTLM",-3.376306,35.818278,4150,3,"N","Africa/Dar_es_Salaam"
"1161","Mtwara","Mtwara","Tanzania","MYW","HTMT",-10.339058,40.181781,371,3,"U","Africa/Dar_es_Salaam"
"1162","Mwanza","Mwanza","Tanzania","MWZ","HTMW",-2.444486,32.932667,3763,3,"U","Africa/Dar_es_Salaam"
"1163","Pemba","Pemba","Tanzania","PMA","HTPE",-5.257264,39.811417,80,3,"U","Africa/Dar_es_Salaam"
"1164","Tanga","Tanga","Tanzania","TGT","HTTG",-5.092358,39.071158,129,3,"U","Africa/Dar_es_Salaam"
"1165","Zanzibar","Zanzibar","Tanzania","ZNZ","HTZA",-6.222025,39.224886,54,3,"U","Africa/Dar_es_Salaam"
"1166","Entebbe Intl","Entebbe","Uganda","EBB","HUEN",0.042386,32.443503,3782,3,"U","Africa/Kampala"
"1167","Dusseldorf Hauptbahnhof","Dusseldorf","Germany","QDU","\N",51.220278,6.792778,125,1,"E","Europe/Berlin"
"1168","Soroti","Soroti","Uganda","SRT","HUSO",1.727578,33.622861,3641,3,"U","Africa/Kampala"
"1169","Tirana Rinas","Tirana","Albania","TIA","LATI",41.414742,19.720561,126,1,"E","Europe/Tirane"
"1170","Burgas","Bourgas","Bulgaria","BOJ","LBBG",42.569583,27.515236,135,2,"E","Europe/Sofia"
"1171","Gorna Oryahovitsa","Gorna Orechovica","Bulgaria","GOZ","LBGO",43.151444,25.712889,285,2,"E","Europe/Sofia"
"1172","Plovdiv","Plovdiv","Bulgaria","PDV","LBPD",42.067806,24.850833,597,2,"E","Europe/Sofia"
"1173","Sofia","Sofia","Bulgaria","SOF","LBSF",42.695194,23.406167,1742,2,"E","Europe/Sofia"
"1174","Stara Zagora","Stara Zagora","Bulgaria","","LBSZ",42.376667,25.655195,558,2,"E","Europe/Sofia"
"1175","Varna","Varna","Bulgaria","VAR","LBWN",43.232072,27.825106,230,2,"E","Europe/Sofia"
"1176","Larnaca","Larnaca","Cyprus","LCA","LCLK",34.875117,33.62485,8,2,"E","Asia/Nicosia"
"1177","Pafos Intl","Paphos","Cyprus","PFO","LCPH",34.718039,32.485731,41,2,"E","Asia/Nicosia"
"1178","Akrotiri","Akrotiri","Cyprus","AKT","LCRA",34.590416,32.987861,76,0,"E","Europe/London"
"1179","Dubrovnik","Dubrovnik","Croatia","DBV","LDDU",42.561353,18.268244,527,1,"E","Europe/Zagreb"
"1180","Cepin","Cepin","Croatia","","LDOC",45.542169,18.636233,299,1,"E","Europe/Zagreb"
"1181","Osijek","Osijek","Croatia","OSI","LDOS",45.462667,18.810156,290,1,"E","Europe/Zagreb"
"1182","Pula","Pula","Croatia","PUY","LDPL",44.893533,13.922192,274,1,"E","Europe/Zagreb"
"1183","Grobnicko Polje","Grobnik","Croatia","","LDRG",45.379483,14.503756,951,1,"E","Europe/Zagreb"
"1184","Rijeka","Rijeka","Croatia","RJK","LDRI",45.216889,14.570267,278,1,"E","Europe/Zagreb"
"1185","Split","Split","Croatia","SPU","LDSP",43.538944,16.297964,79,1,"E","Europe/Zagreb"
"1186","Varazdin","Varazdin","Croatia","","LDVA",46.294724,16.38125,548,1,"E","Europe/Zagreb"
"1187","Zagreb","Zagreb","Croatia","ZAG","LDZA",45.742931,16.068778,353,1,"E","Europe/Zagreb"
"1188","Zadar","Zadar","Croatia","ZAD","LDZD",44.108269,15.346697,289,1,"E","Europe/Zagreb"
"1189","Udbina","Udbina","Croatia","","LDZU",44.55761,15.774361,2462,1,"E","Europe/Zagreb"
"1190","Albacete","Albacete","Spain","","LEAB",38.948528,-1.863517,2302,1,"E","Europe/Madrid"
"1191","Alicante","Alicante","Spain","ALC","LEAL",38.282169,-0.558156,142,1,"E","Europe/Madrid"
"1192","Almeria","Almeria","Spain","LEI","LEAM",36.843936,-2.370097,70,1,"E","Europe/Madrid"
"1193","Asturias","Aviles","Spain","OVD","LEAS",43.563567,-6.034622,416,1,"E","Europe/Madrid"
"1194","Cordoba","Cordoba","Spain","ODB","LEBA",37.842006,-4.848878,297,1,"E","Europe/Madrid"
"1195","Bilbao","Bilbao","Spain","BIO","LEBB",43.301097,-2.910608,138,1,"E","Europe/Madrid"
"1196","Barcelona","Barcelona","Spain","BCN","LEBL",41.297078,2.078464,12,1,"E","Europe/Madrid"
"1197","Talavera La Real","Badajoz","Spain","BJZ","LEBZ",38.89125,-6.821333,609,1,"E","Europe/Madrid"
"1198","A Coruna","La Coruna","Spain","LCG","LECO",43.302061,-8.377256,326,1,"E","Europe/Madrid"
"1199","Armilla","Granada","Spain","","LEGA",37.133222,-3.635694,2297,1,"E","Europe/Madrid"
"1200","Girona","Gerona","Spain","GRO","LEGE",41.900969,2.760547,468,1,"E","Europe/Madrid"
"1201","Granada","Granada","Spain","GRX","LEGR",37.188731,-3.777356,1860,1,"E","Europe/Madrid"
"1202","Getafe","Madrid","Spain","","LEGT",40.294139,-3.723833,2029,1,"E","Europe/Madrid"
"1203","Ibiza","Ibiza","Spain","IBZ","LEIB",38.872858,1.373117,20,1,"E","Europe/Madrid"
"1204","Jerez","Jerez","Spain","XRY","LEJR",36.744622,-6.060111,93,1,"E","Europe/Madrid"
"1205","Murcia San Javier","Murcia","Spain","MJV","LELC",37.774972,-0.812389,11,1,"E","Europe/Madrid"
"1206","Alexion","Porto Heli","Greece","PKH","LGHL",37.298792,23.148986,2224,2,"E","Europe/Athens"
"1207","Barajas","Madrid","Spain","MAD","LEMD",40.493556,-3.566764,2000,1,"E","Europe/Madrid"
"1208","Malaga","Malaga","Spain","AGP","LEMG",36.6749,-4.499106,52,1,"E","Europe/Madrid"
"1209","Menorca","Menorca","Spain","MAH","LEMH",39.862597,4.218647,298,1,"E","Europe/Madrid"
"1210","Moron Ab","Sevilla","Spain","OZP","LEMO",37.174917,-5.615944,285,1,"E","Europe/Madrid"
"1211","Ocana","Ocana","Spain","","LEOC",39.9375,-3.503333,2405,1,"E","Europe/Madrid"
"1212","Pamplona","Pamplona","Spain","PNA","LEPP",42.770039,-1.646331,1504,1,"E","Europe/Madrid"
"1213","Alcantarilla","Murcia","Spain","","LERI",37.951111,-1.230319,250,1,"E","Europe/Madrid"
"1214","Reus","Reus","Spain","REU","LERS",41.147392,1.167172,234,1,"E","Europe/Madrid"
"1215","Rota Ns","Rota","Spain","","LERT",36.645211,-6.349458,86,1,"E","Europe/Madrid"
"1216","Salamanca","Salamanca","Spain","SLM","LESA",40.952117,-5.501986,2595,1,"E","Europe/Madrid"
"1217","Son Bonet","Son Bonet","Spain","","LESB",39.598889,2.702778,135,1,"E","Europe/Madrid"
"1218","Palma De Mallorca","Palma De Mallorca","Spain","","LESJ",39.551675,2.738808,27,1,"E","Europe/Madrid"
"1219","San Luis","San Luis","Spain","","LESL",39.862222,4.258333,197,1,"E","Europe/Madrid"
"1220","San Sebastian","San Sebastian","Spain","EAS","LESO",43.356519,-1.790611,15,1,"E","Europe/Madrid"
"1221","Santiago","Santiago","Spain","SCQ","LEST",42.896333,-8.415144,1213,1,"E","Europe/Madrid"
"1222","Seo De Urgel","Seo De Urgel","Spain","LEU","LESU",42.338611,1.409167,2625,1,"E","Europe/Madrid"
"1223","Torrejon","Madrid","Spain","TOJ","LETO",40.496747,-3.445872,2026,1,"E","Europe/Madrid"
"1224","Valencia","Valencia","Spain","VLC","LEVC",39.489314,-0.481625,225,1,"E","Europe/Madrid"
"1225","Valladolid","Valladolid","Spain","VLL","LEVD",41.706111,-4.851944,2775,1,"E","Europe/Madrid"
"1226","Cuatro Vientos","Madrid","Spain","","LEVS",40.370678,-3.785144,2267,1,"E","Europe/Madrid"
"1227","Vitoria","Vitoria","Spain","VIT","LEVT",42.882836,-2.724469,1682,1,"E","Europe/Madrid"
"1228","Vigo","Vigo","Spain","VGO","LEVX",42.2318,-8.626775,855,1,"E","Europe/Madrid"
"1229","Santander","Santander","Spain","SDR","LEXJ",43.427064,-3.820006,16,1,"E","Europe/Madrid"
"1230","Zaragoza Ab","Zaragoza","Spain","ZAZ","LEZG",41.666242,-1.041553,863,1,"E","Europe/Madrid"
"1231","Sevilla","Sevilla","Spain","SVQ","LEZL",37.418,-5.893106,111,1,"E","Europe/Madrid"
"1232","Calais Dunkerque","Calais","France","CQF","LFAC",50.962097,1.954764,12,1,"E","Europe/Paris"
"1233","Peronne St Quentin","Peronne","France","","LFAG",49.868547,3.029578,295,1,"E","Europe/Paris"
"1234","Les Loges","Nangis","France","","LFAI",48.596219,3.006786,428,1,"E","Europe/Paris"
"1235","Couterne","Bagnole-de-l'orne","France","","LFAO",48.545836,-0.387444,718,1,"E","Europe/Paris"
"1236","Bray","Albert","France","","LFAQ",49.971531,2.697661,364,1,"E","Europe/Paris"
"1237","Le Touquet Paris Plage","Le Tourquet","France","LTQ","LFAT",50.517385,1.620587,36,1,"E","Europe/Paris"
"1238","Denain","Valenciennes","France","","LFAV",50.325808,3.461264,177,1,"E","Europe/Paris"
"1239","Glisy","Amiens","France","","LFAY",49.873019,2.387075,208,1,"E","Europe/Paris"
"1240","La Garenne","Agen","France","AGF","LFBA",44.174721,0.590556,204,1,"E","Europe/Paris"
"1241","Cazaux","Cazaux","France","","LFBC",44.533333,-1.125,84,1,"E","Europe/Paris"
"1242","Merignac","Bordeaux","France","BOD","LFBD",44.828335,-0.715556,162,1,"E","Europe/Paris"
"1243","Roumaniere","Bergerac","France","EGC","LFBE",44.825279,0.518611,171,1,"E","Europe/Paris"
"1244","Francazal","Toulouse","France","","LFBF",43.545555,1.3675,535,1,"E","Europe/Paris"
"1245","Chateaubernard","Cognac","France","CNG","LFBG",45.658333,-0.3175,102,1,"E","Europe/Paris"
"1246","Biard","Poitiers","France","PIS","LFBI",46.587745,0.306666,423,1,"E","Europe/Paris"
"1247","Montlucon Gueret","Montlucon-gueret","France","","LFBK",46.222644,2.363964,1497,1,"E","Europe/Paris"
"1248","Bellegarde","Limoges","France","LIG","LFBL",45.862778,1.179444,1300,1,"E","Europe/Paris"
"1249","Mont De Marsan","Mont-de-marsan","France","","LFBM",43.911667,-0.5075,203,1,"E","Europe/Paris"
"1250","Souche","Niort","France","NIT","LFBN",46.311303,-0.401503,203,1,"E","Europe/Paris"
"1251","Blagnac","Toulouse","France","TLS","LFBO",43.629075,1.363819,499,1,"E","Europe/Paris"
"1252","Pau Pyrenees","Pau","France","PUF","LFBP",43.38,-0.418611,616,1,"E","Europe/Paris"
"1253","Lherm","La Rochelle","France","","LFBR",43.448891,1.263333,622,1,"E","Europe/Paris"
"1254","Lourdes","Tarbes","France","LDE","LFBT",43.178675,-0.006439,1260,1,"E","Europe/Paris"
"1255","Brie Champniers","Angouleme","France","ANG","LFBU",45.729247,0.221456,436,1,"E","Europe/Paris"
"1256","La Roche","Brive","France","BVE","LFSL",45.150833,1.469167,379,1,"E","Europe/Paris"
"1257","Bassillac","Perigueux","France","PGX","LFBX",45.198055,0.815556,328,1,"E","Europe/Paris"
"1258","Anglet","Biarritz-bayonne","France","BIQ","LFBZ",43.468419,-1.523325,245,1,"E","Europe/Paris"
"1259","Lalbenque","Cahors","France","","LFCC",44.351387,1.475278,912,1,"E","Europe/Paris"
"1260","Antichan","St.-girons","France","","LFCG",43.007764,1.10315,1368,1,"E","Europe/Paris"
"1261","La Teste De Buch","Arcachon","France","XAC","LFCH",44.59639,-1.110833,49,1,"E","Europe/Paris"
"1262","Le Sequestre","Albi","France","LBI","LFCI",43.913887,2.113056,564,1,"E","Europe/Paris"
"1263","Mazamet","Castres","France","DCM","LFCK",43.55625,2.289183,788,1,"E","Europe/Paris"
"1264","Lasbordes","Toulouse","France","","LFCL",43.586113,1.499167,459,1,"E","Europe/Paris"
"1265","Larzac","Millau","France","","LFCM",43.989342,3.183,2606,1,"E","Europe/Paris"
"1266","Montdragon","Graulhet","France","","LFCQ",43.771111,2.010833,581,1,"E","Europe/Paris"
"1267","Marcillac","Rodez","France","RDZ","LFCR",44.407869,2.482672,1910,1,"E","Europe/Paris"
"1268","Thalamy","Ussel","France","","LFCU",45.534721,2.423889,2428,1,"E","Europe/Paris"
"1269","Villeneuve Sur Lot","Villeneuve-sur-lot","France","","LFCW",44.396946,0.758889,190,1,"E","Europe/Paris"
"1270","Medis","Royan","France","RYN","LFCY",45.628056,-0.9725,72,1,"E","Europe/Paris"
"1271","Mimizan","Mimizan","France","","LFCZ",44.146111,-1.174444,164,1,"E","Europe/Paris"
"1272","Aire Sur L Adour","Aire-sur-l'adour","France","","LFDA",43.709444,-0.245278,259,1,"E","Europe/Paris"
"1273","Montauban","Montauban","France","","LFDB",44.025694,1.378042,351,1,"E","Europe/Paris"
"1274","Lamothe","Auch","France","","LFDH",43.687778,0.601667,411,1,"E","Europe/Paris"
"1275","Artigues De Lussac","Libourne","France","","LFDI",44.982498,-0.134722,157,1,"E","Europe/Paris"
"1276","Les Pujols","Pamiers","France","","LFDJ",43.090556,1.695833,1115,1,"E","Europe/Paris"
"1277","Virazeil","Marmande","France","","LFDM",44.498919,0.200514,105,1,"E","Europe/Paris"
"1278","St Agnant","Rochefort","France","RCO","LFDN",45.887779,-0.983056,60,1,"E","Europe/Paris"
"1279","Pontivy","Pontivy","France","","LFED",48.056789,-2.921244,407,1,"E","Europe/Paris"
"1280","Aubigny Sur Nere","Aubigny-sur-nere","France","","LFEH",47.474167,2.393055,630,1,"E","Europe/Paris"
"1281","Scaer","Guiscriff-scaer","France","","LFES",48.052508,-3.664717,574,1,"E","Europe/Paris"
